,Unnamed: 0,ccode,country,cname,cmark,year,wars,war,warl,onset,ethonset,durest,aim,casename,ended,ethwar,waryrs,pop,lpop,polity2,gdpen,gdptype,gdpenl,lgdpenl1,lpopl1,region,western,eeurop,lamerica,ssafrica,asia,nafrme,colbrit,colfra,mtnest,lmtnest,elevdiff,Oil,ncontig,ethfrac,ef,plural,second,numlang,relfrac,plurrel,minrelpc,muslim,nwstate,polity2l,instab,anocl,deml,empethfrac,empwarl,emponset,empgdpenl,emplpopl,emplmtnest,empncontig,empolity2l,sdwars,sdonset,colwars,colonset,cowwars,cowonset,cowwarl,sdwarl,colwarl
10,11,2,USA,USA,0,1955,0,0,0,0,0,,,,,,,165929.0,12.0193157196045,10.0,9.72299957275391,0.0,9.08899974822998,9.11482048034668,12.0027437210083,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.35695010423660295,0,0,9.08899974822998,12.0027437210083,3.2148678302764906,1,10.0,0,0,,,0.0,0.0,0.0,0,
11,12,2,USA,USA,0,1956,0,0,0,0,0,,,,,,,168882.0,12.0369558334351,10.0,9.71199989318848,0.0,9.72299957275391,9.182249069213869,12.0193157196045,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.35695010423660295,0,0,9.72299957275391,12.0193157196045,3.2148678302764906,1,10.0,0,0,,,0.0,0.0,0.0,0,
12,13,2,USA,USA,0,1957,0,0,0,0,0,,,,,,,171835.0,12.0542898178101,10.0,9.64299964904785,0.0,9.71199989318848,9.18111705780029,12.0369558334351,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.356950134038925,0,0,9.71199989318848,12.0369558334351,3.2148678302764906,1,10.0,0,0,,,0.0,0.0,0.0,0,
13,14,2,USA,USA,0,1958,0,0,0,0,0,,,,,,,174767.0,12.0712089538574,10.0,9.36999988555908,0.0,9.64299964904785,9.17398738861084,12.0542898178101,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.35695007443428,0,0,9.64299964904785,12.0542898178101,3.2148678302764906,1,10.0,0,0,,,0.0,0.0,0.0,0,
14,15,2,USA,USA,0,1959,0,0,0,0,0,,,,,,,177720.0,12.0879650115967,10.0,9.83899974822998,0.0,9.36999988555908,9.14526844024658,12.0712089538574,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.35695010423660295,0,0,9.36999988555908,12.0712089538574,3.2148678302764906,1,10.0,0,0,,,0.0,0.0,0.0,0,
15,16,2,USA,USA,0,1960,0,0,0,0,0,,,,,,,180673.0,12.1044445037842,10.0,9.89500045776367,0.0,9.83899974822998,9.194108963012699,12.0879650115967,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.35695010423660295,0,0,9.83899974822998,12.0879650115967,3.2148678302764906,1,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
16,17,2,USA,USA,0,1961,0,0,0,0,0,,,,,,,183687.0,12.1209888458252,10.0,9.94600009918213,0.0,9.89500045776367,9.199785232543949,12.1044445037842,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.35695010423660295,0,0,9.89500045776367,12.1044445037842,3.2148678302764906,1,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
17,18,2,USA,USA,0,1962,0,0,0,0,0,,,,,,,186537.0,12.1363849639893,10.0,10.3579998016357,0.0,9.94600009918213,9.20492553710938,12.1209888458252,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.35695010423660295,0,0,9.94600009918213,12.1209888458252,3.2148678302764906,1,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
18,19,2,USA,USA,0,1963,0,0,0,0,0,,,,,,,189244.0,12.1507921218872,10.0,10.6420001983643,0.0,10.3579998016357,9.24551486968994,12.1363849639893,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.35695010423660295,0,0,10.3579998016357,12.1363849639893,3.2148678302764906,1,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
19,20,2,USA,USA,0,1964,0,0,0,0,0,,,,,,,191889.0,12.1646718978882,10.0,11.0719995498657,0.0,10.6420001983643,9.27256393432617,12.1507921218872,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.35695007443428,0,0,10.6420001983643,12.1507921218872,3.2148678302764906,1,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
20,21,2,USA,USA,0,1965,0,0,0,0,0,,,,,,,194309.0,12.1772050857544,10.0,11.6490001678467,0.0,11.0719995498657,9.312174797058109,12.1646718978882,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.35695007443428,0,0,11.0719995498657,12.1646718978882,3.2148678302764906,1,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
21,22,2,USA,USA,0,1966,0,0,0,0,0,,,,,,,196564.0,12.188743591308599,10.0,12.163999557495101,0.0,11.6490001678467,9.36297607421875,12.1772050857544,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.356950134038925,0,0,11.649001121521001,12.1772050857544,3.2148678302764906,1,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
22,23,2,USA,USA,0,1967,0,0,0,0,0,,,,,,,198717.0,12.1996374130249,10.0,12.317999839782699,0.0,12.163999557495101,9.40623569488525,12.188743591308599,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.35695010423660295,0,0,12.163999557495101,12.188743591308599,3.2148678302764906,1,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
23,24,2,USA,USA,0,1968,0,0,0,0,0,,,,,,,200706.0,12.209596633911099,10.0,12.722999572753901,0.0,12.317999839782699,9.418816566467289,12.1996374130249,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.356950134038925,0,0,12.317999839782699,12.1996374130249,3.2148678302764906,1,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
24,25,2,USA,USA,0,1969,0,0,0,0,0,,,,,,,202675.0,12.2193593978882,10.0,12.9750003814697,0.0,12.722999572753901,9.45116710662842,12.209596633911099,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.35695007443428,0,0,12.722998619079599,12.209596633911099,3.2148678302764906,1,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
25,26,2,USA,USA,0,1970,0,0,0,0,0,,,,,,,205052.0,12.2310190200806,10.0,12.963000297546401,0.0,12.9750003814697,9.47077941894531,12.2193593978882,western democracies and japan,1,0,0,0,0,0,1,0,23.900001525878896,3.2148678302764906,6280.0,0,1,0.35695010423660295,0.490957021713257,0.690999984741211,0.125,3,0.5959999561309809,56,28,1.89999997615814,0,10.0,0.0,0.0,1.0,0.35695007443428,0,0,12.9750003814697,12.2193593978882,3.2148678302764906,1,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
